gstin,years_old,annual_turnover,industry_encoded,state_encoded,size_encoded,companies_same_address,turnover_per_year,new_high_turnover,filing_rate,missing_returns,avg_delay_days,max_delay_days,late_filings_count,very_late_filings,max_consecutive_miss,delay_std,compliance_trend,total_itc_claimed,total_tax_collected,total_tax_paid,avg_itc_ratio,max_itc_ratio,itc_exceeds_tax,itc_volatility,itc_trend,net_tax_ratio,total_outward_supply,avg_monthly_sales,max_monthly_sales,min_monthly_sales,sales_volatility,spike_ratio,max_mom_jump,zero_sales_months,max_acceleration,seasonal_std,invoices_issued,invoices_received,total_issued_amt,total_received_amt,invoice_match_rate,unique_buyers,unique_suppliers,top_buyer_share,amount_imbalance,avg_invoice_size,is_fraud,fraud_type
32UCJOH2003Y7ZL,24,799310026.73,10,26,1,5,31972401.07,0,0.9444,1,3.28,21,7,0,1,5.67,0.0833,155808513.95,212687401.84,56878887.89,0.7315,0.8963,0,0.5456,0.092,0.2674,1287324872.64,75724992.51,119750607.16,45422553.81,0.3391,1.0727,1.3956,0,143364073.75,15732806.88,37,39,97390242.8,107611986.46,0.8378,37,38,0.0507,0.0499,2632168.72,0,none
20WKPGR7615I1ZX,22,721447424.48,5,19,1,6,31367279.33,0,0.8889,2,1.44,9,5,0,1,2.94,0.1667,112778783.9,152132032.37,39353248.45,0.7285,0.8736,0,0.6942,0.0911,0.2587,1056194301.8,66012143.86,97799807.27,36618320.78,0.2934,0.865,1.5322,0,96979410.54,9373836.82,33,46,89631369.86,109992987.94,0.9091,32,45,0.0573,0.102,2716102.12,0,none
15ZUNHL9883C5Z0,3,122858551.84,0,14,1,4,30714637.96,0,0.8889,2,1.28,10,4,0,1,2.87,-0.0833,24213043.28,33238389.52,9025346.26,0.7335,0.8961,0,0.4938,-0.3783,0.2715,221983544.31,13873971.52,18248937.32,6919171.19,0.2661,0.9343,1.2362,0,19009234.22,1381429.23,36,37,91474192.88,91040263.89,0.9167,36,37,0.0532,-0.0024,2540949.8,0,none
03EBTOM8945X3Z4,17,692935457.41,4,2,1,4,38496414.3,0,0.8889,2,4.67,46,5,1,2,12.06,-0.3333,122093716.47,173053867.54,50960151.05,0.7299,0.8799,0,0.5229,0.0067,0.2945,1154122237.3,72132639.83,101223575.09,35764622.14,0.3128,0.9735,0.8445,0,96071969.36,14633266.1,46,42,118089170.3,120232448.56,0.8913,46,42,0.0401,0.009,2567155.88,1,circular_trading
23DAEVA4539V9ZC,6,887834037.29,2,22,1,2,126833433.9,0,0.9444,1,8.0,54,6,2,1,16.28,0.0833,138327141.81,178183269.15,39856127.31,0.7556,0.8971,0,0.6318,-0.0886,0.2237,1480567269.76,87092192.34,130215654.86,49718660.92,0.3361,0.9875,0.8159,0,117736430.06,22252753.3,44,42,104452220.14,116414236.28,0.9091,43,42,0.0463,0.0542,2373914.09,0,none
36FBVNY4331V4Z8,10,16090161.9,14,28,2,1,1462741.99,0,1.0,0,5.83,52,7,2,0,13.8,0.0,3707422.6,5205573.34,1498150.75,0.7458,0.8869,0,0.5249,-0.0641,0.2878,32395426.75,1799745.93,2354458.46,812630.95,0.2469,0.907,1.7373,0,2441787.58,162008.91,36,44,80353676.64,119640104.65,0.8889,36,44,0.0608,0.1964,2232046.57,0,none
01TOFHY6804T8ZD,1,362124211.22,10,0,1,6,181062105.61,1,0.8333,3,5.44,27,12,0,2,7.99,0.0,67662938.58,88863696.91,21200758.35,0.7713,0.8955,0,0.5713,-0.3057,0.2386,496213238.43,33080882.56,51637491.4,18548747.93,0.3708,0.8402,1.7512,0,56236591.78,3805354.01,51,40,132994407.06,105546654.48,0.902,51,40,0.0373,-0.1151,2607733.47,0,none
04AXEJC4051D8ZA,25,264790471.25,3,3,1,2,10184248.89,0,0.9444,1,8.28,57,7,2,1,17.63,0.0833,48753069.36,66830189.43,18077120.07,0.7443,0.8888,0,0.4883,0.4047,0.2705,449027574.1,26413386.71,39099043.38,18584279.37,0.2507,1.3766,1.0047,0,24182374.15,2905532.57,43,46,128330899.87,125541708.15,0.8837,43,46,0.0386,-0.011,2984439.53,0,none
12HLEVC4813N1ZW,4,3932302.76,1,11,2,4,786460.55,0,0.8889,2,5.78,53,6,1,1,13.83,-0.3333,797772.37,1135604.79,337832.43,0.7204,0.8839,0,0.4782,-0.1876,0.2975,6061151.99,378822.0,567880.43,217144.62,0.3008,0.9054,1.1581,0,598772.45,61558.28,27,35,64354859.0,95931473.58,0.7407,27,35,0.0753,0.197,2383513.3,0,none
14TXEFM6245Z3ZU,17,754798540.85,13,13,1,3,41933252.27,0,0.9444,1,0.94,10,3,0,1,2.53,0.0833,139117745.11,196364477.27,57246732.14,0.7064,0.8467,0,0.617,-0.1693,0.2915,1288141108.8,75773006.4,107929850.52,40973286.18,0.2925,1.1292,0.954,0,101794067.51,11615971.12,43,28,114946599.5,78696509.77,0.8605,42,28,0.0462,-0.1872,2673176.73,0,none
13DYUDI0608N1Z1,10,5965515.05,4,12,2,2,542319.55,0,1.0,0,4.33,35,6,1,0,8.89,0.0,6814333.5,81687.04,396189.79,83.0376,95.2161,18,0.7832,-0.2059,4.85,598421.82,33245.66,41514.25,15907.11,0.2277,0.871,1.2384,0,36137.73,1406.44,35,45,89249741.09,125846658.25,0.8857,35,45,0.0543,0.1701,2549992.6,1,shell_company
08QSEHC2764P2Z6,7,6320765790.79,8,7,0,5,790095723.85,0,1.0,0,4.28,41,4,1,0,10.67,0.0,1203559777.21,1654608812.99,451049035.78,0.7309,0.8988,0,0.5126,0.174,0.2726,11066535076.91,614807504.27,904233126.22,331244574.18,0.286,0.9723,1.5523,0,680474775.59,138973373.06,45,41,123322697.83,98120008.48,0.8889,45,39,0.0387,-0.1138,2740504.4,0,none
05FDAZY4600N9ZT,8,25001371.41,5,4,2,7,2777930.16,0,1.0,0,4.67,60,5,1,0,14.07,0.0,5617547.91,7419690.88,1802142.95,0.7573,0.8963,0,0.4046,-0.3102,0.2429,45285656.83,2515869.82,3744423.52,1400235.04,0.236,1.3097,1.1063,0,2956137.54,315971.01,30,33,64599460.36,60403130.56,0.9333,30,33,0.0733,-0.0336,2153315.35,0,none
14QHHHJ4300B6ZN,16,31113047.52,16,13,2,3,1830179.27,0,0.8889,2,2.39,25,4,0,1,6.27,-0.0833,5551648.41,7166850.29,1615201.87,0.775,0.8953,0,0.6046,-0.4819,0.2254,42208415.31,2638025.96,4503434.61,1570480.82,0.345,0.648,1.4111,0,5253214.47,565709.78,27,31,66164698.04,70047892.98,0.9259,27,31,0.0745,0.0285,2450544.37,0,none
06GMICR6713Z6Z7,8,249531636.8,10,5,1,6,27725737.42,0,1.0,0,2.44,23,5,0,0,5.96,0.0,49092825.59,65388739.82,16295914.24,0.7401,0.873,0,0.8586,-0.3726,0.2492,388860547.23,21603363.74,36396915.56,12985795.6,0.3834,0.478,1.7513,0,44484216.36,4964062.41,37,40,110418553.6,117646826.24,0.7838,37,40,0.0433,0.0317,2984285.23,0,none
03XDTDP9617D2Z8,10,990162384.31,0,2,1,5,90014762.21,0,1.0,0,3.28,44,4,1,0,10.41,0.0,197699210.88,284601719.93,86902509.06,0.7132,0.8963,0,0.6418,1.546,0.3053,1931041132.73,107280062.93,147513492.57,62491535.24,0.2724,1.1001,1.114,0,148529491.89,6509498.27,53,36,145008177.73,109482939.6,0.8868,53,36,0.0337,-0.1396,2736003.35,0,none
18SBEOG8899L8ZH,3,27140612.58,11,17,2,4,6785153.14,0,1.0,0,1.61,9,5,0,0,3.01,0.0,6852490.58,9083857.6,2231367.03,0.7578,0.8841,0,0.4198,-0.0928,0.2456,52409346.09,2911630.34,4039194.78,1505570.92,0.278,0.8229,1.1315,0,4006014.09,191275.76,39,46,85673804.7,108834677.95,0.9744,39,46,0.0572,0.1191,2196764.22,0,none
17UEHZH9091M8Z8,3,38034933.99,7,16,2,6,9508733.5,0,1.0,0,9.44,59,5,3,0,20.44,0.0,39121564.9,11749912.09,0.0,3.3209,3.8227,18,0.4874,-0.2664,0.0,70067789.9,3892654.99,5481511.57,1902879.9,0.2838,0.8901,0.8811,0,3946483.18,761365.53,44,49,105258560.18,120768421.7,0.9091,44,48,0.0447,0.0686,2392240.0,1,fake_itc
18UKHEE2687O9Z7,10,331545502.49,9,17,1,3,30140500.23,0,0.9444,1,6.56,53,6,2,1,14.58,0.0833,67827435.28,86764113.81,18936678.57,0.7681,0.8956,0,0.711,1.1495,0.2183,498054744.34,29297337.9,46845064.93,16872228.6,0.365,1.3764,0.9487,0,38448052.4,5527763.44,43,51,107010220.2,110676151.57,0.8837,43,51,0.0435,0.0168,2488609.77,0,none
18DFNHQ9218B4ZN,1,651048735.34,14,17,1,2,325524367.67,1,0.8889,2,4.22,55,6,1,1,12.86,0.1667,163326389.77,215819198.27,52492808.49,0.7561,0.8906,0,0.3923,0.2069,0.2432,1103379265.57,68961204.1,94445529.35,48525501.24,0.1931,1.0703,0.7933,0,74594165.13,7862021.18,38,41,98696060.52,102023673.73,1.0,38,41,0.0482,0.0166,2597264.75,0,none
12IYWGD8296A6ZO,6,2750647.5,9,11,2,4,392949.64,0,1.0,0,3.72,26,5,0,0,7.95,0.0,585801.4,755258.2,169456.8,0.7469,0.8942,0,0.6222,0.1131,0.2244,4648880.34,258271.13,397658.02,152164.21,0.3589,1.2753,1.2188,0,293611.72,44299.07,41,39,100737311.77,87169463.62,0.8293,41,39,0.0485,-0.0722,2457007.6,0,none
33UUCTJ6865O4ZU,7,40771182.13,9,27,2,2,5096397.77,0,0.9444,1,7.72,50,7,2,1,14.49,0.0833,9013138.74,11871827.78,2858689.03,0.7652,0.899,0,0.5183,0.1901,0.2408,75649406.89,4449965.11,5759615.61,2234629.23,0.2354,1.0888,0.7239,0,2958380.35,902853.26,44,45,105813557.1,104909111.62,0.9091,44,45,0.0461,-0.0043,2404853.57,0,none
13EGSJX0118G8ZL,1,44492146.08,16,12,2,1,22246073.04,0,0.9444,1,1.78,9,4,0,1,3.44,-0.1667,11246325.1,14385971.59,3139646.44,0.7702,0.8999,0,0.533,1.1514,0.2182,75728536.49,4454619.79,6649644.58,2471134.31,0.3117,1.3451,1.4726,0,6377892.68,1120051.97,53,46,120436955.85,112040353.37,0.9057,52,46,0.0563,-0.0361,2272395.39,0,none
13REDLL6471Y1ZG,13,41674987.92,13,12,2,3,2976784.85,0,0.8889,2,4.78,46,6,1,1,11.35,-0.0833,7795652.96,10256720.63,2461067.67,0.7508,0.8909,0,0.5074,-0.6605,0.2399,64301412.41,4018838.28,6138387.17,2246047.22,0.3194,0.8668,1.2675,0,6180805.77,676017.86,42,34,100025010.31,97318554.08,0.9286,42,34,0.0492,-0.0137,2381547.86,0,none
32QBGCD6099D9ZV,7,38464244.09,6,26,2,6,4808030.51,0,0.9444,1,2.39,38,3,1,1,8.94,0.0833,6631294.14,9056621.78,2425327.67,0.7185,0.8418,0,0.5722,0.9658,0.2678,64085661.24,3769744.78,5613269.67,2135896.97,0.3341,1.7384,1.2232,0,5532977.42,405982.98,37,38,80285959.33,98519230.4,0.9189,37,38,0.06,0.102,2169890.79,0,none
15VHMGO2500R5ZG,14,45784014.19,7,14,2,2,3052267.61,0,0.8889,2,7.5,35,7,2,2,13.56,-0.3333,9620884.36,12920363.6,3299479.24,0.7337,0.8509,0,0.4678,-0.1298,0.2554,84727397.68,5295462.36,6822787.61,2345137.77,0.2591,1.1056,1.9093,0,8182211.67,539392.49,47,41,107861885.64,103480079.92,0.8511,47,41,0.0442,-0.0207,2294933.74,0,none
08LDRFW3881F2ZO,10,31553444.86,14,7,2,4,2868494.99,0,0.8889,2,0.67,8,4,0,1,1.91,0.1667,5778362.8,7598215.2,1819852.37,0.7547,0.8998,0,0.5973,-0.4973,0.2395,48114402.83,3007150.18,4472741.73,1874951.38,0.3043,1.0118,1.3749,0,5175598.76,540639.52,51,39,129426616.04,94361017.37,0.9216,51,39,0.0382,-0.1567,2537776.79,0,none
12YXXPE5561V5ZS,4,25964037.54,10,11,2,7,5192807.51,0,0.6111,7,2.5,15,6,0,7,4.54,-0.9167,3540633.2,4779206.39,1238573.19,0.7454,0.8698,0,0.2651,0.1429,0.2592,28994890.03,2635899.09,3857534.68,1517928.42,0.3189,1.188,1.1108,0,2740038.08,0.0,35,45,99277772.08,111393159.68,0.8286,35,44,0.0501,0.0575,2836507.77,1,missing_returns
37GXUUW9711O8ZE,19,36881970.98,14,29,2,4,1844098.55,0,0.9444,1,3.56,37,4,1,1,9.16,0.0833,7005519.3,9819336.64,2813817.32,0.7416,0.8833,0,0.5202,-0.1043,0.2866,62737472.29,3690439.55,5355972.61,1898725.98,0.2709,0.8819,1.1335,0,5098477.39,693141.99,30,37,79120823.0,98749625.46,0.8,29,37,0.0871,0.1104,2637360.77,0,none
03IDTJM4966E4ZY,18,27620991.05,11,2,2,4,1453736.37,0,0.9444,1,1.94,20,5,0,1,4.93,0.0833,5129180.8,6851199.99,1722019.15,0.7413,0.8838,0,0.4486,-0.1123,0.2513,47709833.19,2806460.78,3926017.72,1401411.9,0.2802,0.8653,1.0611,0,4025273.57,345751.24,36,42,102448903.37,99897417.17,0.9444,35,42,0.0476,-0.0126,2845802.87,0,none
18VKPKP6772A4ZB,18,8412448.62,10,17,2,1,442760.45,0,0.8889,2,8.89,48,6,3,1,18.11,-0.0833,1767181.5,2243103.69,475922.21,0.7774,0.89,0,0.4955,-0.238,0.2122,12599173.37,787448.34,1103510.74,434980.73,0.2771,0.8237,1.3298,0,1188876.75,36111.57,44,41,118376660.84,84692735.06,0.8409,44,41,0.0422,-0.1659,2690378.66,0,none
02XJWUD4859N4ZN,2,161374018.82,5,1,1,1,53791339.61,1,0.9444,1,4.11,34,7,1,1,8.55,-0.1667,45381740.89,60530532.19,15148791.31,0.7445,0.8924,0,0.5614,-0.4523,0.2503,317720251.38,18689426.55,23799845.06,11294996.43,0.2329,0.7583,0.651,0,19137359.64,1876507.81,54,47,128167132.71,103028935.04,0.8519,54,47,0.0389,-0.1087,2373465.42,0,none
23DTSLB1545F1ZJ,5,5699134.24,10,22,2,8,949855.71,0,0.8889,2,3.22,21,6,0,1,6.22,-0.0833,6051425.59,71883.67,353934.52,84.7528,99.056,16,0.3747,-0.1578,4.9236,453132.46,28320.78,42293.26,14366.2,0.3031,1.1583,0.9683,0,39564.71,2281.65,34,39,82289694.07,114913869.5,0.9118,34,38,0.06,0.1654,2420285.12,1,shell_company
32VDETT6243Z1ZS,5,32837805.52,14,26,2,5,5472967.59,0,1.0,0,3.67,28,4,0,0,7.93,0.0,5687301.05,7879201.12,2191900.12,0.7147,0.8759,0,0.5807,-0.4714,0.2782,61048766.82,3391598.16,4749739.11,1927704.35,0.2939,0.8872,0.9903,0,4074405.92,456375.08,43,40,97630529.04,92230853.64,0.8372,42,40,0.0483,-0.0284,2270477.42,0,none
27EEKLY4725J4Z1,9,5693509402.86,8,24,0,5,569350940.29,0,1.0,0,5.94,56,3,2,0,16.11,0.0,1357982114.64,1865821697.15,507839582.52,0.7284,0.893,0,0.3683,-0.3404,0.2722,10637370074.99,590965004.17,819667343.29,334009958.3,0.3005,1.1468,0.9984,0,793240455.53,107211070.93,44,37,106540390.78,82520867.36,0.8409,43,37,0.0447,-0.127,2421372.52,0,none
05TKBKV9606P6ZZ,6,19830950.61,13,4,2,4,2832992.94,0,1.0,0,1.78,10,5,0,0,3.37,0.0,3680597.01,4774346.89,1093749.87,0.7617,0.887,0,0.6822,-0.0294,0.2291,30618806.07,1701044.78,2734542.49,1016060.65,0.327,0.815,1.1054,0,2767107.73,130291.79,37,52,95640023.2,142862998.06,0.9459,36,52,0.0703,0.198,2584865.49,0,none
07HCJUI2112A5ZM,21,3163016382.03,1,6,0,3,143773471.91,0,0.8889,2,1.56,15,4,0,1,3.81,0.1667,521088602.35,699419687.76,178331085.41,0.7573,0.8974,0,0.5081,-0.3225,0.255,5164262711.81,322766419.49,469093231.41,158248677.17,0.3244,0.7984,0.8356,0,428485166.64,52429823.02,39,35,95271530.78,87557195.79,0.8974,39,35,0.0486,-0.0422,2442859.76,0,none
19OOUBI9032M9ZM,25,19080190.05,0,18,2,2,733853.46,0,0.9444,1,3.89,49,4,1,1,11.68,0.0833,3251863.43,4566918.1,1315054.69,0.7312,0.8818,0,0.4253,-0.4698,0.288,27980718.93,1645924.64,2623380.47,978004.26,0.2883,0.7504,1.0008,0,2823570.06,283561.34,35,36,98734141.49,91563298.02,0.9714,34,36,0.0627,-0.0377,2820975.47,0,none
23RIXNN7074B5ZK,22,44489785.9,3,22,2,3,1934338.52,0,0.9444,1,4.44,38,7,1,1,9.11,0.0833,9654926.45,13111575.41,3456648.97,0.7667,0.8898,0,0.5241,0.3855,0.2636,78640464.54,4625909.68,6567674.95,2255994.28,0.3251,1.2911,1.2723,0,6725675.4,474550.1,37,31,95532115.38,82544098.39,0.8919,37,31,0.0504,-0.0729,2581949.06,0,none
23GFRDS9596Q6Z2,11,31926596.83,3,22,2,4,2660549.74,0,0.8889,2,10.72,57,7,3,1,18.89,-0.3333,19711106.27,22725487.48,2134092.92,0.7735,1.0746,1,2.0074,8.4524,0.0939,131077444.15,8192340.26,55942129.22,1660571.3,1.7384,8.4699,25.1898,0,81090698.92,340984.34,39,45,122454495.07,149230495.87,0.8718,39,45,0.2376,0.0986,3139858.85,1,sudden_spike
14BSRGZ6959D1ZJ,18,807513879.56,16,13,1,5,42500730.5,0,0.7778,4,6.56,59,4,2,1,15.55,-0.1667,143985584.97,183005641.92,39020056.96,0.7899,0.8839,0,0.4568,-0.0585,0.2132,1255013988.09,89643856.29,119092153.34,59079371.62,0.2252,1.1994,0.8559,0,84426843.66,6170112.53,43,40,118888801.21,111344344.73,0.907,43,40,0.0415,-0.0328,2764855.84,0,none
03MLEHB5307O5Z4,25,667777478.9,9,2,1,2,25683749.19,0,0.8333,3,2.5,14,6,0,1,4.12,0.0,105105962.58,149024870.05,43918907.44,0.7159,0.8843,0,0.6739,-0.419,0.2947,888784496.06,59252299.74,97832569.1,33463296.83,0.3559,0.8297,1.9236,0,106292455.14,13472835.08,41,37,103081819.89,93148834.59,0.878,41,36,0.0441,-0.0506,2514190.73,1,circular_trading
04ZMJHK6645T6ZX,22,23604429.1,6,3,2,3,1026279.53,0,0.9444,1,1.61,9,5,0,1,3.07,-0.1667,4037498.98,5681411.05,1643912.08,0.7152,0.8378,0,0.4658,-0.2938,0.2893,39838726.15,2343454.48,3513294.81,1189564.82,0.3436,0.9871,1.5358,0,3526094.87,281824.21,32,36,82286303.75,113794151.67,0.9062,32,35,0.0607,0.1607,2571446.99,0,none
36ZBZBU6511M3ZZ,8,24189371.47,6,28,2,3,2687707.94,0,0.8889,2,1.72,8,6,0,1,2.85,0.1667,5221244.35,6873016.93,1651772.58,0.7634,0.8796,0,0.5636,0.5934,0.2403,40257441.88,2516090.12,3623212.51,1315264.04,0.3514,0.8357,1.7547,0,4548368.08,399114.63,56,48,117641165.2,106478286.4,0.9286,56,48,0.0402,-0.0498,2100735.09,0,none
12MQXMC7997G7ZV,11,31009732.18,6,11,2,4,2584144.35,0,1.0,0,6.56,47,9,1,0,12.33,0.0,9255295.37,12349323.71,3094028.34,0.7509,0.8888,0,0.4336,0.1158,0.2505,60306925.08,3350384.73,4512346.61,1830044.5,0.2444,0.8213,0.7099,0,2705101.05,732310.72,45,39,105682472.25,111174884.26,0.9111,45,39,0.046,0.0253,2348499.38,0,none
23TCLOY1259Y7ZD,14,2920787479.63,10,22,0,3,194719165.31,0,1.0,0,3.89,40,5,1,0,9.57,0.0,535299591.19,733687112.67,198387521.49,0.7399,0.8883,0,0.5799,-0.4368,0.2704,5175396183.99,287522010.22,399629630.72,166683625.22,0.2171,1.2669,1.0302,0,349038926.84,26247366.84,39,40,88055308.85,119697099.96,0.7692,39,40,0.056,0.1523,2257828.43,0,none
33ATKGE1208O7Z7,22,224874375.31,1,27,1,4,9777146.75,0,1.0,0,5.5,60,3,2,0,16.02,0.0,211417771.97,63010753.42,0.0,3.3184,3.784,18,0.5408,0.0493,0.0,420296994.36,23349833.02,33261928.89,11373009.0,0.2574,1.0402,1.5649,0,31665687.43,2145714.51,45,48,106742902.8,130582231.23,0.9333,45,47,0.0464,0.1005,2372064.51,1,fake_itc
03XLZHF9457W7ZW,1,44901405.91,13,2,2,3,22450702.96,0,0.9444,1,0.39,7,1,0,1,1.65,0.0833,11044679.01,14618402.92,3573723.92,0.7496,0.8818,0,0.43,-0.3526,0.2445,82003574.61,4823739.68,6715824.85,2698610.61,0.2775,0.7922,1.0102,0,6564636.29,745843.37,48,51,127753439.84,126888872.05,0.8333,48,51,0.0389,-0.0034,2661530.0,1,circular_trading
03SPDRV7870O3Z5,4,690248045.22,0,2,1,4,138049609.04,0,0.9444,1,11.83,60,9,4,1,19.14,0.0833,632635706.99,170521684.48,0.0,3.6373,4.2093,17,0.6899,-0.5225,0.0,1338771470.31,78751262.96,97773065.29,37916883.74,0.2179,1.0408,1.4973,0,116098242.23,5106416.66,49,51,131385976.44,121952966.96,0.7755,48,51,0.0418,-0.0372,2681346.46,1,fake_itc
17SZYWQ6507G7Z8,20,18708106.59,8,16,2,4,890862.22,0,0.9444,1,2.33,42,1,1,1,9.9,-0.1667,3055644.28,4009690.8,954046.51,0.778,0.8849,0,0.5032,0.7066,0.2379,32884007.16,1934353.36,2772627.56,1179723.39,0.2151,1.2063,1.3502,0,2506801.94,80424.12,41,54,84711100.86,145538054.67,0.8293,41,54,0.057,0.2642,2066124.41,0,none
07ZOAVA8586U8Z0,12,28038416.78,11,6,2,2,2156801.29,0,0.8889,2,7.67,46,6,3,1,16.53,0.1667,6390989.28,8701266.82,2310277.54,0.728,0.8976,0,0.598,0.1636,0.2655,45722050.24,2857628.14,4144708.26,1501089.3,0.2744,1.1043,0.7611,0,2642423.12,232531.85,43,40,105512998.66,95790165.66,0.8837,43,39,0.0466,-0.0483,2453790.67,0,none
27IYLJO1426V7ZS,3,148621437.59,14,24,1,3,37155359.4,0,0.8333,3,1.94,19,3,0,1,4.99,0.0,29699154.43,37792253.17,8093098.74,0.7783,0.8733,0,0.4481,-0.2573,0.2141,230153989.36,15343599.29,22192185.05,7812188.24,0.3179,1.1939,1.2101,0,20485870.72,1928533.65,36,41,81887446.6,96529985.44,0.8889,36,41,0.057,0.0821,2274651.29,0,none
01QKMTY0450J7ZN,25,20291831.89,5,0,2,2,780455.07,0,1.0,0,2.67,22,5,0,0,5.71,0.0,15806352.52,4619436.73,0.0,3.4685,4.183,18,0.5269,0.2214,0.0,33165031.39,1842501.74,3028671.17,1020537.05,0.3441,1.0658,1.3989,0,3187824.22,284664.16,41,35,111490429.28,106673287.25,0.9268,41,35,0.0438,-0.0221,2719278.76,1,fake_itc
33MDZXK8770L4Z6,9,301274117.02,16,27,1,1,30127411.7,0,0.8889,2,3.94,57,3,1,1,13.47,-0.0833,53893127.39,72094315.98,18201188.58,0.7474,0.868,0,0.6285,-0.1663,0.2525,486805191.89,30425324.49,44231568.52,20623258.17,0.2542,1.064,1.0609,0,45309221.63,1677708.13,40,49,108741572.49,120665924.62,0.8,40,48,0.0453,0.052,2718539.31,0,none
36UKGXK0138X6ZV,19,3176480017.61,8,28,0,1,158824000.88,0,0.8889,2,0.89,9,3,0,1,2.32,-0.0833,638707828.93,852189693.75,213481864.83,0.7557,0.8844,0,0.4095,0.1581,0.2505,5592169288.1,349510580.51,469858728.23,222443582.93,0.1964,1.0616,0.6643,0,434964752.77,46063111.43,41,40,113282672.63,100388008.07,0.9268,41,40,0.0441,-0.0603,2762992.02,0,none
13FQVUP1691K9ZK,8,40456254.77,11,12,2,4,4495139.42,0,0.8889,2,13.28,54,6,5,1,21.76,0.1667,6474567.66,8807998.89,2333431.2,0.7247,0.8583,0,0.5943,1.1459,0.2649,61034095.83,3814630.99,5434217.37,2187690.26,0.2545,0.9026,0.7482,0,4314790.03,138413.14,39,42,96548015.07,97861780.05,0.9744,39,42,0.0517,0.0068,2475590.13,0,none
04QUVQG5920N1ZJ,20,924564674.3,15,3,1,5,44026889.25,0,0.8889,2,0.94,6,3,0,2,2.18,-0.0833,176713914.79,244937254.98,68223340.22,0.7317,0.8836,0,0.4945,0.1468,0.2785,1510319547.9,94394971.74,137493184.93,47285048.41,0.307,0.8346,1.4755,0,130830284.13,5763642.9,40,24,115137170.84,59756297.87,0.825,40,24,0.0425,-0.3167,2878429.27,0,none
19JTDLQ3282R4ZY,22,5982241.73,9,18,2,3,260097.47,0,0.9444,1,5.5,51,8,1,1,12.21,0.0833,3230942.53,1250270.22,0.0,2.5865,3.1185,17,0.5669,1.244,0.0,8841256.69,520073.92,792701.79,319182.71,0.3313,0.9202,1.4835,0,873765.68,97498.26,51,33,166289804.46,110747122.25,0.8627,50,33,0.2817,-0.2005,3260584.4,1,fake_itc
21AZWCY1121C8ZX,13,40181189.9,1,20,2,3,2870084.99,0,1.0,0,10.06,54,6,3,0,19.85,0.0,8103565.08,10950311.19,2846746.14,0.7376,0.8843,0,0.3884,-0.0035,0.26,72898797.61,4049933.2,5997618.86,2249932.44,0.3154,1.2959,1.5532,0,5193830.94,746862.96,45,39,113147316.01,82493516.36,0.8222,45,39,0.0432,-0.1567,2514384.8,0,none
03MQFKX6412F1ZH,12,31472239.83,0,2,2,4,2420941.53,0,1.0,0,8.06,57,5,2,0,16.72,0.0,7792091.94,10055535.16,2263443.22,0.7722,0.8929,0,0.5477,-0.0876,0.2251,56879766.23,3159987.01,4526757.88,1576744.96,0.3214,1.0048,1.5408,0,5379478.02,596571.73,40,33,97510936.17,85650399.47,0.875,40,33,0.0512,-0.0648,2437773.4,0,none
01ETYFA0518D4ZB,5,36931707.15,0,0,2,3,6155284.52,0,0.8333,3,6.5,51,6,2,1,14.48,0.0,15097714.86,26466022.24,2043698.21,0.6897,0.8551,0,1.8146,11.1159,0.0772,173537913.67,11569194.24,49719642.61,2306471.69,1.4448,11.0124,20.5566,0,60153010.44,648254.39,42,40,107510915.1,88143380.07,0.9524,42,40,0.0454,-0.099,2559783.69,1,sudden_spike
05GMYJO2745M4ZQ,7,892949146.64,8,4,1,4,111618643.33,0,1.0,0,9.83,49,9,4,0,15.38,0.0,153263709.28,208143413.3,54879704.05,0.7354,0.8604,0,0.7778,-0.2746,0.2637,1611792141.37,89544007.85,126990659.45,50084912.39,0.2982,0.8756,1.4781,0,93083891.83,9268120.81,44,39,108642770.71,100608869.18,0.8409,44,39,0.0459,-0.0384,2469153.88,0,none
13CUPEF7445I6ZG,14,18939944.28,13,12,2,4,1262662.95,0,0.9444,1,6.72,50,8,2,1,13.74,0.0833,3294180.32,4314738.31,1020557.99,0.7565,0.8986,0,0.5099,-0.262,0.2365,28583103.43,1681359.03,2710447.96,1004177.04,0.3442,1.0,1.3018,0,3159236.67,331253.36,40,38,112153678.96,88065427.37,0.925,40,38,0.0446,-0.1203,2803841.97,0,none
21VLXYG4689Q6ZZ,4,17488695.78,15,20,2,6,3497739.16,0,0.7778,4,5.06,31,5,1,4,9.46,-0.6667,2709235.66,3667890.75,958655.11,0.7416,0.8858,0,0.4236,0.0922,0.2614,26324960.15,1880354.3,2466225.53,1013798.34,0.25,0.7984,1.4327,0,2671976.17,183718.1,44,51,108997168.86,156093295.08,0.9545,44,51,0.1679,0.1777,2477208.38,1,missing_returns
06JBRJU1303O6ZO,13,12184407.9,6,5,2,4,870314.85,0,1.0,0,2.28,21,5,0,0,5.14,0.0,2490884.31,3388972.17,898087.87,0.7371,0.8677,0,0.5409,-0.3363,0.265,21431975.95,1190665.33,1824202.73,641197.64,0.3583,1.0242,1.845,0,1883940.61,121407.79,47,35,105403901.23,92819758.9,0.8511,47,35,0.0466,-0.0635,2242636.2,0,none
